",""Sample_ID"",""symbiont_ID"",""count"",""treatment"",""time"",""mortality"",""treatment_time"",""genotype"",""rack"",""season"",""batch"",""PCR"",""dominant_clade"""
"1785,""64_S2_T0+1.5Y"",""C17"",""49"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G64"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"1786,""64_S2_T0+1.5Y"",""C17.2"",""309"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G64"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"1787,""64_S2_T0+1.5Y"",""C17a"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G64"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"1788,""64_S2_T0+1.5Y"",""C21"",""4"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G64"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"1789,""64_S2_T0+1.5Y"",""C21.11"",""4"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G64"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"1790,""64_S2_T0+1.5Y"",""C21.14"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G64"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"1791,""64_S2_T0+1.5Y"",""C26.b1"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G64"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"1792,""64_S2_T0+1.5Y"",""C26.b2"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G64"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"1793,""64_S2_T0+1.5Y"",""C2r"",""314"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G64"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"1794,""64_S2_T0+1.5Y"",""C31"",""48"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G64"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"1795,""64_S2_T0+1.5Y"",""C31.1"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G64"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"1796,""64_S2_T0+1.5Y"",""C31.10"",""6"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G64"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"1797,""64_S2_T0+1.5Y"",""C31.5"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G64"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"1798,""64_S2_T0+1.5Y"",""C31.6"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G64"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"1799,""64_S2_T0+1.5Y"",""C31.9"",""4"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G64"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"1800,""64_S2_T0+1.5Y"",""C31a"",""68"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G64"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"1801,""64_S2_T0+1.5Y"",""C31c"",""2"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G64"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"1802,""64_S2_T0+1.5Y"",""C31d"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G64"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"1803,""64_S2_T0+1.5Y"",""C3d"",""165"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G64"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"1804,""64_S2_T0+1.5Y"",""D1"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G64"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"1805,""64_S2_T0+1.5Y"",""D1.6"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G64"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"1806,""64_S2_T0+1.5Y"",""D10"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G64"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"1807,""64_S2_T0+1.5Y"",""D11"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G64"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"1808,""64_S2_T0+1.5Y"",""D17"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G64"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"1809,""64_S2_T0+1.5Y"",""D1a"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G64"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"1810,""64_S2_T0+1.5Y"",""D2.2"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G64"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"1811,""64_S2_T0+1.5Y"",""D3"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G64"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"1812,""64_S2_T0+1.5Y"",""D4"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G64"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"1813,""64_S2_T0+1.5Y"",""D5"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G64"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"1814,""64_S2_T0+1.5Y"",""D6"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G64"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"1815,""64_S2_T0+1.5Y"",""D9"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G64"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"1816,""64_S2_T0+6M"",""C161"",""23"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G64"",""S2"",""Summer"",""t0+06m_shade"",""pcr2"",""C"""
"1817,""64_S2_T0+6M"",""C163b"",""9"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G64"",""S2"",""Summer"",""t0+06m_shade"",""pcr2"",""C"""
"1818,""64_S2_T0+6M"",""C17"",""59"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G64"",""S2"",""Summer"",""t0+06m_shade"",""pcr2"",""C"""
"1819,""64_S2_T0+6M"",""C17.2"",""244"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G64"",""S2"",""Summer"",""t0+06m_shade"",""pcr2"",""C"""
"1820,""64_S2_T0+6M"",""C17a"",""0"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G64"",""S2"",""Summer"",""t0+06m_shade"",""pcr2"",""C"""
"1821,""64_S2_T0+6M"",""C21"",""11"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G64"",""S2"",""Summer"",""t0+06m_shade"",""pcr2"",""C"""
"1822,""64_S2_T0+6M"",""C21.11"",""5"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G64"",""S2"",""Summer"",""t0+06m_shade"",""pcr2"",""C"""
"1823,""64_S2_T0+6M"",""C21.14"",""0"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G64"",""S2"",""Summer"",""t0+06m_shade"",""pcr2"",""C"""
"1824,""64_S2_T0+6M"",""C26.b1"",""0"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G64"",""S2"",""Summer"",""t0+06m_shade"",""pcr2"",""C"""
"1825,""64_S2_T0+6M"",""C26.b2"",""0"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G64"",""S2"",""Summer"",""t0+06m_shade"",""pcr2"",""C"""
"1826,""64_S2_T0+6M"",""C2r"",""284"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G64"",""S2"",""Summer"",""t0+06m_shade"",""pcr2"",""C"""
"1827,""64_S2_T0+6M"",""C31"",""64"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G64"",""S2"",""Summer"",""t0+06m_shade"",""pcr2"",""C"""
"1828,""64_S2_T0+6M"",""C31.1"",""0"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G64"",""S2"",""Summer"",""t0+06m_shade"",""pcr2"",""C"""
"1829,""64_S2_T0+6M"",""C31.10"",""18"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G64"",""S2"",""Summer"",""t0+06m_shade"",""pcr2"",""C"""
"1830,""64_S2_T0+6M"",""C31.5"",""8"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G64"",""S2"",""Summer"",""t0+06m_shade"",""pcr2"",""C"""
"1831,""64_S2_T0+6M"",""C31.6"",""12"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G64"",""S2"",""Summer"",""t0+06m_shade"",""pcr2"",""C"""
"1832,""64_S2_T0+6M"",""C31.9"",""0"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G64"",""S2"",""Summer"",""t0+06m_shade"",""pcr2"",""C"""
"1833,""64_S2_T0+6M"",""C31a"",""62"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G64"",""S2"",""Summer"",""t0+06m_shade"",""pcr2"",""C"""
"1834,""64_S2_T0+6M"",""C31c"",""8"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G64"",""S2"",""Summer"",""t0+06m_shade"",""pcr2"",""C"""
"1835,""64_S2_T0+6M"",""C31d"",""0"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G64"",""S2"",""Summer"",""t0+06m_shade"",""pcr2"",""C"""
"1836,""64_S2_T0+6M"",""C3d"",""164"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G64"",""S2"",""Summer"",""t0+06m_shade"",""pcr2"",""C"""
"1837,""64_S2_T0+6M"",""D1"",""0"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G64"",""S2"",""Summer"",""t0+06m_shade"",""pcr2"",""C"""
"1838,""64_S2_T0+6M"",""D1.6"",""0"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G64"",""S2"",""Summer"",""t0+06m_shade"",""pcr2"",""C"""
"1839,""64_S2_T0+6M"",""D10"",""0"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G64"",""S2"",""Summer"",""t0+06m_shade"",""pcr2"",""C"""
"1840,""64_S2_T0+6M"",""D11"",""0"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G64"",""S2"",""Summer"",""t0+06m_shade"",""pcr2"",""C"""
"1841,""64_S2_T0+6M"",""D17"",""29"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G64"",""S2"",""Summer"",""t0+06m_shade"",""pcr2"",""C"""
"1842,""64_S2_T0+6M"",""D1a"",""0"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G64"",""S2"",""Summer"",""t0+06m_shade"",""pcr2"",""C"""
"1843,""64_S2_T0+6M"",""D2.2"",""0"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G64"",""S2"",""Summer"",""t0+06m_shade"",""pcr2"",""C"""
"1844,""64_S2_T0+6M"",""D3"",""0"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G64"",""S2"",""Summer"",""t0+06m_shade"",""pcr2"",""C"""
"1845,""64_S2_T0+6M"",""D4"",""0"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G64"",""S2"",""Summer"",""t0+06m_shade"",""pcr2"",""C"""
"1846,""64_S2_T0+6M"",""D5"",""0"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G64"",""S2"",""Summer"",""t0+06m_shade"",""pcr2"",""C"""
"1847,""64_S2_T0+6M"",""D6"",""0"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G64"",""S2"",""Summer"",""t0+06m_shade"",""pcr2"",""C"""
"1848,""64_S2_T0+6M"",""D9"",""0"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G64"",""S2"",""Summer"",""t0+06m_shade"",""pcr2"",""C"""
"1849,""64Y_C1_T0-18h"",""C161"",""2"",""C"",""t0"",0,""Control_t0"",""G64Y"",""C1"",""Winter"",""t0_control"",""pcr1"",""C"""
"1850,""64Y_C1_T0-18h"",""C163b"",""6"",""C"",""t0"",0,""Control_t0"",""G64Y"",""C1"",""Winter"",""t0_control"",""pcr1"",""C"""
"1851,""64Y_C1_T0-18h"",""C17"",""91"",""C"",""t0"",0,""Control_t0"",""G64Y"",""C1"",""Winter"",""t0_control"",""pcr1"",""C"""
"1852,""64Y_C1_T0-18h"",""C17.2"",""238"",""C"",""t0"",0,""Control_t0"",""G64Y"",""C1"",""Winter"",""t0_control"",""pcr1"",""C"""
"1853,""64Y_C1_T0-18h"",""C17a"",""14"",""C"",""t0"",0,""Control_t0"",""G64Y"",""C1"",""Winter"",""t0_control"",""pcr1"",""C"""
"1854,""64Y_C1_T0-18h"",""C21"",""6"",""C"",""t0"",0,""Control_t0"",""G64Y"",""C1"",""Winter"",""t0_control"",""pcr1"",""C"""
"1855,""64Y_C1_T0-18h"",""C21.11"",""7"",""C"",""t0"",0,""Control_t0"",""G64Y"",""C1"",""Winter"",""t0_control"",""pcr1"",""C"""
"1856,""64Y_C1_T0-18h"",""C21.14"",""0"",""C"",""t0"",0,""Control_t0"",""G64Y"",""C1"",""Winter"",""t0_control"",""pcr1"",""C"""
"1857,""64Y_C1_T0-18h"",""C26.b1"",""16"",""C"",""t0"",0,""Control_t0"",""G64Y"",""C1"",""Winter"",""t0_control"",""pcr1"",""C"""
"1858,""64Y_C1_T0-18h"",""C26.b2"",""16"",""C"",""t0"",0,""Control_t0"",""G64Y"",""C1"",""Winter"",""t0_control"",""pcr1"",""C"""
"1859,""64Y_C1_T0-18h"",""C2r"",""197"",""C"",""t0"",0,""Control_t0"",""G64Y"",""C1"",""Winter"",""t0_control"",""pcr1"",""C"""
"1860,""64Y_C1_T0-18h"",""C31"",""37"",""C"",""t0"",0,""Control_t0"",""G64Y"",""C1"",""Winter"",""t0_control"",""pcr1"",""C"""
"1861,""64Y_C1_T0-18h"",""C31.1"",""0"",""C"",""t0"",0,""Control_t0"",""G64Y"",""C1"",""Winter"",""t0_control"",""pcr1"",""C"""
"1862,""64Y_C1_T0-18h"",""C31.10"",""4"",""C"",""t0"",0,""Control_t0"",""G64Y"",""C1"",""Winter"",""t0_control"",""pcr1"",""C"""
"1863,""64Y_C1_T0-18h"",""C31.5"",""0"",""C"",""t0"",0,""Control_t0"",""G64Y"",""C1"",""Winter"",""t0_control"",""pcr1"",""C"""
"1864,""64Y_C1_T0-18h"",""C31.6"",""15"",""C"",""t0"",0,""Control_t0"",""G64Y"",""C1"",""Winter"",""t0_control"",""pcr1"",""C"""
"1865,""64Y_C1_T0-18h"",""C31.9"",""1"",""C"",""t0"",0,""Control_t0"",""G64Y"",""C1"",""Winter"",""t0_control"",""pcr1"",""C"""
"1866,""64Y_C1_T0-18h"",""C31a"",""48"",""C"",""t0"",0,""Control_t0"",""G64Y"",""C1"",""Winter"",""t0_control"",""pcr1"",""C"""
"1867,""64Y_C1_T0-18h"",""C31c"",""9"",""C"",""t0"",0,""Control_t0"",""G64Y"",""C1"",""Winter"",""t0_control"",""pcr1"",""C"""
"1868,""64Y_C1_T0-18h"",""C31d"",""0"",""C"",""t0"",0,""Control_t0"",""G64Y"",""C1"",""Winter"",""t0_control"",""pcr1"",""C"""
"1869,""64Y_C1_T0-18h"",""C3d"",""293"",""C"",""t0"",0,""Control_t0"",""G64Y"",""C1"",""Winter"",""t0_control"",""pcr1"",""C"""
"1870,""64Y_C1_T0-18h"",""D1"",""0"",""C"",""t0"",0,""Control_t0"",""G64Y"",""C1"",""Winter"",""t0_control"",""pcr1"",""C"""
"1871,""64Y_C1_T0-18h"",""D1.6"",""0"",""C"",""t0"",0,""Control_t0"",""G64Y"",""C1"",""Winter"",""t0_control"",""pcr1"",""C"""
"1872,""64Y_C1_T0-18h"",""D10"",""0"",""C"",""t0"",0,""Control_t0"",""G64Y"",""C1"",""Winter"",""t0_control"",""pcr1"",""C"""
"1873,""64Y_C1_T0-18h"",""D11"",""0"",""C"",""t0"",0,""Control_t0"",""G64Y"",""C1"",""Winter"",""t0_control"",""pcr1"",""C"""
"1874,""64Y_C1_T0-18h"",""D17"",""0"",""C"",""t0"",0,""Control_t0"",""G64Y"",""C1"",""Winter"",""t0_control"",""pcr1"",""C"""
"1875,""64Y_C1_T0-18h"",""D1a"",""0"",""C"",""t0"",0,""Control_t0"",""G64Y"",""C1"",""Winter"",""t0_control"",""pcr1"",""C"""
"1876,""64Y_C1_T0-18h"",""D2.2"",""0"",""C"",""t0"",0,""Control_t0"",""G64Y"",""C1"",""Winter"",""t0_control"",""pcr1"",""C"""
"1877,""64Y_C1_T0-18h"",""D3"",""0"",""C"",""t0"",0,""Control_t0"",""G64Y"",""C1"",""Winter"",""t0_control"",""pcr1"",""C"""
"1878,""64Y_C1_T0-18h"",""D4"",""0"",""C"",""t0"",0,""Control_t0"",""G64Y"",""C1"",""Winter"",""t0_control"",""pcr1"",""C"""
"1879,""64Y_C1_T0-18h"",""D5"",""0"",""C"",""t0"",0,""Control_t0"",""G64Y"",""C1"",""Winter"",""t0_control"",""pcr1"",""C"""
"1880,""64Y_C1_T0-18h"",""D6"",""0"",""C"",""t0"",0,""Control_t0"",""G64Y"",""C1"",""Winter"",""t0_control"",""pcr1"",""C"""
"1881,""64Y_C1_T0-18h"",""D9"",""0"",""C"",""t0"",0,""Control_t0"",""G64Y"",""C1"",""Winter"",""t0_control"",""pcr1"",""C"""
"1882,""64Y_C1_T0+1.5Y"",""C161"",""14"",""C"",""t0+1.5Y"",0,""Control_t0+18m"",""G64Y"",""C1"",""Winter"",""t0+18m_control"",""pcr4"",""C"""
"1883,""64Y_C1_T0+1.5Y"",""C163b"",""13"",""C"",""t0+1.5Y"",0,""Control_t0+18m"",""G64Y"",""C1"",""Winter"",""t0+18m_control"",""pcr4"",""C"""
"1884,""64Y_C1_T0+1.5Y"",""C17"",""42"",""C"",""t0+1.5Y"",0,""Control_t0+18m"",""G64Y"",""C1"",""Winter"",""t0+18m_control"",""pcr4"",""C"""
"1885,""64Y_C1_T0+1.5Y"",""C17.2"",""304"",""C"",""t0+1.5Y"",0,""Control_t0+18m"",""G64Y"",""C1"",""Winter"",""t0+18m_control"",""pcr4"",""C"""
"1886,""64Y_C1_T0+1.5Y"",""C17a"",""0"",""C"",""t0+1.5Y"",0,""Control_t0+18m"",""G64Y"",""C1"",""Winter"",""t0+18m_control"",""pcr4"",""C"""
"1887,""64Y_C1_T0+1.5Y"",""C21"",""2"",""C"",""t0+1.5Y"",0,""Control_t0+18m"",""G64Y"",""C1"",""Winter"",""t0+18m_control"",""pcr4"",""C"""
"1888,""64Y_C1_T0+1.5Y"",""C21.11"",""4"",""C"",""t0+1.5Y"",0,""Control_t0+18m"",""G64Y"",""C1"",""Winter"",""t0+18m_control"",""pcr4"",""C"""
"1889,""64Y_C1_T0+1.5Y"",""C21.14"",""0"",""C"",""t0+1.5Y"",0,""Control_t0+18m"",""G64Y"",""C1"",""Winter"",""t0+18m_control"",""pcr4"",""C"""
"1890,""64Y_C1_T0+1.5Y"",""C26.b1"",""0"",""C"",""t0+1.5Y"",0,""Control_t0+18m"",""G64Y"",""C1"",""Winter"",""t0+18m_control"",""pcr4"",""C"""
"1891,""64Y_C1_T0+1.5Y"",""C26.b2"",""0"",""C"",""t0+1.5Y"",0,""Control_t0+18m"",""G64Y"",""C1"",""Winter"",""t0+18m_control"",""pcr4"",""C"""
"1892,""64Y_C1_T0+1.5Y"",""C2r"",""317"",""C"",""t0+1.5Y"",0,""Control_t0+18m"",""G64Y"",""C1"",""Winter"",""t0+18m_control"",""pcr4"",""C"""
"1893,""64Y_C1_T0+1.5Y"",""C31"",""47"",""C"",""t0+1.5Y"",0,""Control_t0+18m"",""G64Y"",""C1"",""Winter"",""t0+18m_control"",""pcr4"",""C"""
"1894,""64Y_C1_T0+1.5Y"",""C31.1"",""0"",""C"",""t0+1.5Y"",0,""Control_t0+18m"",""G64Y"",""C1"",""Winter"",""t0+18m_control"",""pcr4"",""C"""
"1895,""64Y_C1_T0+1.5Y"",""C31.10"",""3"",""C"",""t0+1.5Y"",0,""Control_t0+18m"",""G64Y"",""C1"",""Winter"",""t0+18m_control"",""pcr4"",""C"""
"1896,""64Y_C1_T0+1.5Y"",""C31.5"",""0"",""C"",""t0+1.5Y"",0,""Control_t0+18m"",""G64Y"",""C1"",""Winter"",""t0+18m_control"",""pcr4"",""C"""
"1897,""64Y_C1_T0+1.5Y"",""C31.6"",""0"",""C"",""t0+1.5Y"",0,""Control_t0+18m"",""G64Y"",""C1"",""Winter"",""t0+18m_control"",""pcr4"",""C"""
"1898,""64Y_C1_T0+1.5Y"",""C31.9"",""3"",""C"",""t0+1.5Y"",0,""Control_t0+18m"",""G64Y"",""C1"",""Winter"",""t0+18m_control"",""pcr4"",""C"""
"1899,""64Y_C1_T0+1.5Y"",""C31a"",""43"",""C"",""t0+1.5Y"",0,""Control_t0+18m"",""G64Y"",""C1"",""Winter"",""t0+18m_control"",""pcr4"",""C"""
"1900,""64Y_C1_T0+1.5Y"",""C31c"",""1"",""C"",""t0+1.5Y"",0,""Control_t0+18m"",""G64Y"",""C1"",""Winter"",""t0+18m_control"",""pcr4"",""C"""
"1901,""64Y_C1_T0+1.5Y"",""C31d"",""0"",""C"",""t0+1.5Y"",0,""Control_t0+18m"",""G64Y"",""C1"",""Winter"",""t0+18m_control"",""pcr4"",""C"""
"1902,""64Y_C1_T0+1.5Y"",""C3d"",""207"",""C"",""t0+1.5Y"",0,""Control_t0+18m"",""G64Y"",""C1"",""Winter"",""t0+18m_control"",""pcr4"",""C"""
"1903,""64Y_C1_T0+1.5Y"",""D1"",""0"",""C"",""t0+1.5Y"",0,""Control_t0+18m"",""G64Y"",""C1"",""Winter"",""t0+18m_control"",""pcr4"",""C"""
"1904,""64Y_C1_T0+1.5Y"",""D1.6"",""0"",""C"",""t0+1.5Y"",0,""Control_t0+18m"",""G64Y"",""C1"",""Winter"",""t0+18m_control"",""pcr4"",""C"""
"1905,""64Y_C1_T0+1.5Y"",""D10"",""0"",""C"",""t0+1.5Y"",0,""Control_t0+18m"",""G64Y"",""C1"",""Winter"",""t0+18m_control"",""pcr4"",""C"""
"1906,""64Y_C1_T0+1.5Y"",""D11"",""0"",""C"",""t0+1.5Y"",0,""Control_t0+18m"",""G64Y"",""C1"",""Winter"",""t0+18m_control"",""pcr4"",""C"""
"1907,""64Y_C1_T0+1.5Y"",""D17"",""0"",""C"",""t0+1.5Y"",0,""Control_t0+18m"",""G64Y"",""C1"",""Winter"",""t0+18m_control"",""pcr4"",""C"""
"1908,""64Y_C1_T0+1.5Y"",""D1a"",""0"",""C"",""t0+1.5Y"",0,""Control_t0+18m"",""G64Y"",""C1"",""Winter"",""t0+18m_control"",""pcr4"",""C"""
"1909,""64Y_C1_T0+1.5Y"",""D2.2"",""0"",""C"",""t0+1.5Y"",0,""Control_t0+18m"",""G64Y"",""C1"",""Winter"",""t0+18m_control"",""pcr4"",""C"""
"1910,""64Y_C1_T0+1.5Y"",""D3"",""0"",""C"",""t0+1.5Y"",0,""Control_t0+18m"",""G64Y"",""C1"",""Winter"",""t0+18m_control"",""pcr4"",""C"""
"1911,""64Y_C1_T0+1.5Y"",""D4"",""0"",""C"",""t0+1.5Y"",0,""Control_t0+18m"",""G64Y"",""C1"",""Winter"",""t0+18m_control"",""pcr4"",""C"""
"1912,""64Y_C1_T0+1.5Y"",""D5"",""0"",""C"",""t0+1.5Y"",0,""Control_t0+18m"",""G64Y"",""C1"",""Winter"",""t0+18m_control"",""pcr4"",""C"""
"1913,""64Y_C1_T0+1.5Y"",""D6"",""0"",""C"",""t0+1.5Y"",0,""Control_t0+18m"",""G64Y"",""C1"",""Winter"",""t0+18m_control"",""pcr4"",""C"""
"1914,""64Y_C1_T0+1.5Y"",""D9"",""0"",""C"",""t0+1.5Y"",0,""Control_t0+18m"",""G64Y"",""C1"",""Winter"",""t0+18m_control"",""pcr4"",""C"""
"1915,""64Y_C1_T0+6M"",""C161"",""89"",""C"",""t0+06m"",0,""Control_t0+06m"",""G64Y"",""C1"",""Summer"",""t0+06m_control"",""pcr1"",""C"""
"1916,""64Y_C1_T0+6M"",""C163b"",""50"",""C"",""t0+06m"",0,""Control_t0+06m"",""G64Y"",""C1"",""Summer"",""t0+06m_control"",""pcr1"",""C"""
"1917,""64Y_C1_T0+6M"",""C17"",""166"",""C"",""t0+06m"",0,""Control_t0+06m"",""G64Y"",""C1"",""Summer"",""t0+06m_control"",""pcr1"",""C"""
"1918,""64Y_C1_T0+6M"",""C17.2"",""231"",""C"",""t0+06m"",0,""Control_t0+06m"",""G64Y"",""C1"",""Summer"",""t0+06m_control"",""pcr1"",""C"""
"1919,""64Y_C1_T0+6M"",""C17a"",""0"",""C"",""t0+06m"",0,""Control_t0+06m"",""G64Y"",""C1"",""Summer"",""t0+06m_control"",""pcr1"",""C"""
"1920,""64Y_C1_T0+6M"",""C21"",""20"",""C"",""t0+06m"",0,""Control_t0+06m"",""G64Y"",""C1"",""Summer"",""t0+06m_control"",""pcr1"",""C"""
"1921,""64Y_C1_T0+6M"",""C21.11"",""15"",""C"",""t0+06m"",0,""Control_t0+06m"",""G64Y"",""C1"",""Summer"",""t0+06m_control"",""pcr1"",""C"""
"1922,""64Y_C1_T0+6M"",""C21.14"",""0"",""C"",""t0+06m"",0,""Control_t0+06m"",""G64Y"",""C1"",""Summer"",""t0+06m_control"",""pcr1"",""C"""
"1923,""64Y_C1_T0+6M"",""C26.b1"",""17"",""C"",""t0+06m"",0,""Control_t0+06m"",""G64Y"",""C1"",""Summer"",""t0+06m_control"",""pcr1"",""C"""
"1924,""64Y_C1_T0+6M"",""C26.b2"",""22"",""C"",""t0+06m"",0,""Control_t0+06m"",""G64Y"",""C1"",""Summer"",""t0+06m_control"",""pcr1"",""C"""
"1925,""64Y_C1_T0+6M"",""C2r"",""32"",""C"",""t0+06m"",0,""Control_t0+06m"",""G64Y"",""C1"",""Summer"",""t0+06m_control"",""pcr1"",""C"""
"1926,""64Y_C1_T0+6M"",""C31"",""176"",""C"",""t0+06m"",0,""Control_t0+06m"",""G64Y"",""C1"",""Summer"",""t0+06m_control"",""pcr1"",""C"""
"1927,""64Y_C1_T0+6M"",""C31.1"",""0"",""C"",""t0+06m"",0,""Control_t0+06m"",""G64Y"",""C1"",""Summer"",""t0+06m_control"",""pcr1"",""C"""
"1928,""64Y_C1_T0+6M"",""C31.10"",""38"",""C"",""t0+06m"",0,""Control_t0+06m"",""G64Y"",""C1"",""Summer"",""t0+06m_control"",""pcr1"",""C"""
"1929,""64Y_C1_T0+6M"",""C31.5"",""0"",""C"",""t0+06m"",0,""Control_t0+06m"",""G64Y"",""C1"",""Summer"",""t0+06m_control"",""pcr1"",""C"""
"1930,""64Y_C1_T0+6M"",""C31.6"",""44"",""C"",""t0+06m"",0,""Control_t0+06m"",""G64Y"",""C1"",""Summer"",""t0+06m_control"",""pcr1"",""C"""
"1931,""64Y_C1_T0+6M"",""C31.9"",""0"",""C"",""t0+06m"",0,""Control_t0+06m"",""G64Y"",""C1"",""Summer"",""t0+06m_control"",""pcr1"",""C"""
"1932,""64Y_C1_T0+6M"",""C31a"",""38"",""C"",""t0+06m"",0,""Control_t0+06m"",""G64Y"",""C1"",""Summer"",""t0+06m_control"",""pcr1"",""C"""
